eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
pabfly2,Pale Blue Flycatcher,Cyornis unicolor,Passeriformes,Muscicapidae (Old World Flycatchers)
butfly1,Blue-throated Flycatcher,Cyornis rubeculoides,Passeriformes,Muscicapidae (Old World Flycatchers)
butfly2,Chinese Blue Flycatcher,Cyornis glaucicomans,Passeriformes,Muscicapidae (Old World Flycatchers)
larblf1,Large Blue Flycatcher,Cyornis magnirostris,Passeriformes,Muscicapidae (Old World Flycatchers)
hibfly1,Hill Blue Flycatcher,Cyornis whitei,Passeriformes,Muscicapidae (Old World Flycatchers)
hibfly3,Javan Blue Flycatcher,Cyornis banyumas,Passeriformes,Muscicapidae (Old World Flycatchers)
hibfly4,Dayak Blue Flycatcher,Cyornis montanus,Passeriformes,Muscicapidae (Old World Flycatchers)
merjuf1,Meratus Blue Flycatcher,Cyornis kadayangensis,Passeriformes,Muscicapidae (Old World Flycatchers)
lobblf1,Sunda Blue Flycatcher,Cyornis caerulatus,Passeriformes,Muscicapidae (Old World Flycatchers)
mabfly1,Malaysian Blue Flycatcher,Cyornis turcosus,Passeriformes,Muscicapidae (Old World Flycatchers)
pabfly1,Palawan Blue Flycatcher,Cyornis lemprieri,Passeriformes,Muscicapidae (Old World Flycatchers)
bobfly2,Bornean Blue Flycatcher,Cyornis superbus,Passeriformes,Muscicapidae (Old World Flycatchers)
tibfly3,Tickell's Blue Flycatcher,Cyornis tickelliae,Passeriformes,Muscicapidae (Old World Flycatchers)
tibfly4,Indochinese Blue Flycatcher,Cyornis sumatrensis,Passeriformes,Muscicapidae (Old World Flycatchers)
mabfly2,Mangrove Blue Flycatcher,Cyornis rufigastra,Passeriformes,Muscicapidae (Old World Flycatchers)
subfly1,Sulawesi Blue Flycatcher,Cyornis omissus,Passeriformes,Muscicapidae (Old World Flycatchers)
subfly5,Kalao Blue Flycatcher,Cyornis kalaoensis,Passeriformes,Muscicapidae (Old World Flycatchers)
bncjuf1,Brown-chested Jungle Flycatcher,Cyornis brunneatus,Passeriformes,Muscicapidae (Old World Flycatchers)
nicjuf1,Nicobar Jungle Flycatcher,Cyornis nicobaricus,Passeriformes,Muscicapidae (Old World Flycatchers)
gycjuf1,Gray-chested Jungle Flycatcher,Cyornis umbratilis,Passeriformes,Muscicapidae (Old World Flycatchers)
fucjuf1,Fulvous-chested Jungle Flycatcher,Cyornis olivaceus,Passeriformes,Muscicapidae (Old World Flycatchers)
chtjuf1,Chestnut-tailed Jungle Flycatcher,Cyornis ruficauda,Passeriformes,Muscicapidae (Old World Flycatchers)
banjuf1,Banggai Jungle Flycatcher,Cyornis pelingensis,Passeriformes,Muscicapidae (Old World Flycatchers)
suljuf1,Sula Jungle Flycatcher,Cyornis colonus,Passeriformes,Muscicapidae (Old World Flycatchers)
wbrcha1,White-bellied Robin-Chat,Cossyphicula roberti,Passeriformes,Muscicapidae (Old World Flycatchers)
morcha1,Mountain Robin-Chat,Cossypha isabellae,Passeriformes,Muscicapidae (Old World Flycatchers)
arrcha1,Archer's Robin-Chat,Cossypha archeri,Passeriformes,Muscicapidae (Old World Flycatchers)
ofrcha1,Olive-flanked Robin-Chat,Cossypha anomala,Passeriformes,Muscicapidae (Old World Flycatchers)
carcha1,Cape Robin-Chat,Cossypha caffra,Passeriformes,Muscicapidae (Old World Flycatchers)
wtrcha1,White-throated Robin-Chat,Cossypha humeralis,Passeriformes,Muscicapidae (Old World Flycatchers)
bsrcha1,Blue-shouldered Robin-Chat,Cossypha cyanocampter,Passeriformes,Muscicapidae (Old World Flycatchers)
rurcha1,Rüppell's Robin-Chat,Cossypha semirufa,Passeriformes,Muscicapidae (Old World Flycatchers)
wbrcha2,White-browed Robin-Chat,Cossypha heuglini,Passeriformes,Muscicapidae (Old World Flycatchers)
rcrcha1,Red-capped Robin-Chat,Cossypha natalensis,Passeriformes,Muscicapidae (Old World Flycatchers)
chrcha1,Chorister Robin-Chat,Cossypha dichroa,Passeriformes,Muscicapidae (Old World Flycatchers)
whrcha1,White-headed Robin-Chat,Cossypha heinrichi,Passeriformes,Muscicapidae (Old World Flycatchers)
scrcha1,Snowy-crowned Robin-Chat,Cossypha niveicapilla,Passeriformes,Muscicapidae (Old World Flycatchers)
wcrcha1,White-crowned Robin-Chat,Cossypha albicapillus,Passeriformes,Muscicapidae (Old World Flycatchers)
anccha1,Angola Cave-Chat,Xenocopsychus ansorgei,Passeriformes,Muscicapidae (Old World Flycatchers)
copthr1,Collared Palm-Thrush,Cichladusa arquata,Passeriformes,Muscicapidae (Old World Flycatchers)
rtpthr1,Rufous-tailed Palm-Thrush,Cichladusa ruficauda,Passeriformes,Muscicapidae (Old World Flycatchers)
spmthr1,Spotted Morning-Thrush,Cichladusa guttata,Passeriformes,Muscicapidae (Old World Flycatchers)
eurrob1,European Robin,Erithacus rubecula,Passeriformes,Muscicapidae (Old World Flycatchers)
whsrob1,White-starred Robin,Pogonocichla stellata,Passeriformes,Muscicapidae (Old World Flycatchers)
swyrob1,Swynnerton's Robin,Swynnertonia swynnertoni,Passeriformes,Muscicapidae (Old World Flycatchers)
brcale1,Brown-chested Alethe,Chamaetylas poliocephala,Passeriformes,Muscicapidae (Old World Flycatchers)
retale1,Red-throated Alethe,Chamaetylas poliophrys,Passeriformes,Muscicapidae (Old World Flycatchers)
choale1,Cholo Alethe,Chamaetylas choloensis,Passeriformes,Muscicapidae (Old World Flycatchers)
whcale1,White-chested Alethe,Chamaetylas fuelleborni,Passeriformes,Muscicapidae (Old World Flycatchers)
forrob6,Olive-backed Forest Robin,Stiphrornis pyrrholaemus,Passeriformes,Muscicapidae (Old World Flycatchers)
obfrob1,Orange-breasted Forest Robin,Stiphrornis erythrothorax,Passeriformes,Muscicapidae (Old World Flycatchers)
forrob4,Yellow-breasted Forest Robin,Stiphrornis mabirae,Passeriformes,Muscicapidae (Old World Flycatchers)
gywroc1,Gray-winged Robin-Chat,Sheppardia polioptera,Passeriformes,Muscicapidae (Old World Flycatchers)
shtaka2,Short-tailed Akalat,Sheppardia poensis,Passeriformes,Muscicapidae (Old World Flycatchers)
bocaka11,Bocage's Akalat,Sheppardia bocagei,Passeriformes,Muscicapidae (Old World Flycatchers)
lowaka1,Lowland Akalat,Sheppardia cyornithopsis,Passeriformes,Muscicapidae (Old World Flycatchers)
equaka1,Equatorial Akalat,Sheppardia aequatorialis,Passeriformes,Muscicapidae (Old World Flycatchers)
shaaka1,Sharpe's Akalat,Sheppardia sharpei,Passeriformes,Muscicapidae (Old World Flycatchers)
eacaka1,East Coast Akalat,Sheppardia gunningi,Passeriformes,Muscicapidae (Old World Flycatchers)
gabaka1,Gabela Akalat,Sheppardia gabela,Passeriformes,Muscicapidae (Old World Flycatchers)
usaaka1,Usambara Akalat,Sheppardia montana,Passeriformes,Muscicapidae (Old World Flycatchers)
iriaka1,Iringa Akalat,Sheppardia lowei,Passeriformes,Muscicapidae (Old World Flycatchers)
rubaka1,Rubeho Akalat,Sheppardia aurantiithorax,Passeriformes,Muscicapidae (Old World Flycatchers)
bagbab2,Bagobo Robin,Leonardina woodi,Passeriformes,Muscicapidae (Old World Flycatchers)
eyjfly1,Eyebrowed Jungle Flycatcher,Vauriella gularis,Passeriformes,Muscicapidae (Old World Flycatchers)
rufjuf1,Rusty-flanked Jungle Flycatcher,Vauriella insignis,Passeriformes,Muscicapidae (Old World Flycatchers)
negjuf1,Negros Jungle Flycatcher,Vauriella albigularis,Passeriformes,Muscicapidae (Old World Flycatchers)
minjuf1,Mindanao Jungle Flycatcher,Vauriella goodfellowi,Passeriformes,Muscicapidae (Old World Flycatchers)
gresho1,Great Shortwing,Heinrichia calligyna,Passeriformes,Muscicapidae (Old World Flycatchers)
rubsho1,Rusty-bellied Shortwing,Brachypteryx hyperythra,Passeriformes,Muscicapidae (Old World Flycatchers)
lessho1,Lesser Shortwing,Brachypteryx leucophris,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho4,Himalayan Shortwing,Brachypteryx cruralis,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho5,Chinese Shortwing,Brachypteryx sinensis,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho6,Taiwan Shortwing,Brachypteryx goodfellowi,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho7,Philippine Shortwing,Brachypteryx poliogyna,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho8,Bornean Shortwing,Brachypteryx erythrogyna,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho9,Sumatran Shortwing,Brachypteryx saturata,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho10,Javan Shortwing,Brachypteryx montana,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho11,Flores Shortwing,Brachypteryx floris,Passeriformes,Muscicapidae (Old World Flycatchers)
gousho1,Gould's Shortwing,Heteroxenicus stellatus,Passeriformes,Muscicapidae (Old World Flycatchers)
rutrob1,Rufous-tailed Robin,Larvivora sibilans,Passeriformes,Muscicapidae (Old World Flycatchers)
ruhrob1,Rufous-headed Robin,Larvivora ruficeps,Passeriformes,Muscicapidae (Old World Flycatchers)
japrob2,Japanese Robin,Larvivora akahige,Passeriformes,Muscicapidae (Old World Flycatchers)
japrob3,Izu Robin,Larvivora tanensis,Passeriformes,Muscicapidae (Old World Flycatchers)
ryurob2,Ryukyu Robin,Larvivora komadori,Passeriformes,Muscicapidae (Old World Flycatchers)
ryurob3,Okinawa Robin,Larvivora namiyei,Passeriformes,Muscicapidae (Old World Flycatchers)
inbrob1,Indian Blue Robin,Larvivora brunnea,Passeriformes,Muscicapidae (Old World Flycatchers)
sibrob,Siberian Blue Robin,Larvivora cyane,Passeriformes,Muscicapidae (Old World Flycatchers)
whtrob3,White-throated Robin,Irania gutturalis,Passeriformes,Muscicapidae (Old World Flycatchers)
thrnig1,Thrush Nightingale,Luscinia luscinia,Passeriformes,Muscicapidae (Old World Flycatchers)
comnig1,Common Nightingale,Luscinia megarhynchos,Passeriformes,Muscicapidae (Old World Flycatchers)
whbred1,White-bellied Redstart,Luscinia phaenicuroides,Passeriformes,Muscicapidae (Old World Flycatchers)
blueth,Bluethroat,Luscinia svecica,Passeriformes,Muscicapidae (Old World Flycatchers)
ceywht1,Sri Lanka Whistling-Thrush,Myophonus blighi,Passeriformes,Muscicapidae (Old World Flycatchers)
shwthr1,Shiny Whistling-Thrush,Myophonus melanurus,Passeriformes,Muscicapidae (Old World Flycatchers)
javwht1,Javan Whistling-Thrush,Myophonus glaucinus,Passeriformes,Muscicapidae (Old World Flycatchers)
chwwht1,Sumatran Whistling-Thrush,Myophonus castaneus,Passeriformes,Muscicapidae (Old World Flycatchers)
borwht1,Bornean Whistling-Thrush,Myophonus borneensis,Passeriformes,Muscicapidae (Old World Flycatchers)
mawthr2,Malayan Whistling-Thrush,Myophonus robinsoni,Passeriformes,Muscicapidae (Old World Flycatchers)
mawthr1,Malabar Whistling-Thrush,Myophonus horsfieldii,Passeriformes,Muscicapidae (Old World Flycatchers)
fowthr1,Taiwan Whistling-Thrush,Myophonus insularis,Passeriformes,Muscicapidae (Old World Flycatchers)
blwthr1,Blue Whistling-Thrush,Myophonus caeruleus,Passeriformes,Muscicapidae (Old World Flycatchers)
litfor1,Little Forktail,Enicurus scouleri,Passeriformes,Muscicapidae (Old World Flycatchers)
whcfor1,White-crowned Forktail,Enicurus leschenaulti,Passeriformes,Muscicapidae (Old World Flycatchers)
whcfor3,Bornean Forktail,Enicurus borneensis,Passeriformes,Muscicapidae (Old World Flycatchers)
spofor1,Spotted Forktail,Enicurus maculatus,Passeriformes,Muscicapidae (Old World Flycatchers)
sunfor1,Sunda Forktail,Enicurus velatus,Passeriformes,Muscicapidae (Old World Flycatchers)
chnfor1,Chestnut-naped Forktail,Enicurus ruficapillus,Passeriformes,Muscicapidae (Old World Flycatchers)
blbfor1,Black-backed Forktail,Enicurus immaculatus,Passeriformes,Muscicapidae (Old World Flycatchers)
slbfor1,Slaty-backed Forktail,Enicurus schistaceus,Passeriformes,Muscicapidae (Old World Flycatchers)
fireth1,Firethroat,Calliope pectardens,Passeriformes,Muscicapidae (Old World Flycatchers)
btbrob1,Blackthroat,Calliope obscura,Passeriformes,Muscicapidae (Old World Flycatchers)
sibrub,Siberian Rubythroat,Calliope calliope,Passeriformes,Muscicapidae (Old World Flycatchers)
himrub1,Himalayan Rubythroat,Calliope pectoralis,Passeriformes,Muscicapidae (Old World Flycatchers)
chirub1,Chinese Rubythroat,Calliope tschebaiewi,Passeriformes,Muscicapidae (Old World Flycatchers)
whtrob2,White-tailed Robin,Myiomela leucura,Passeriformes,Muscicapidae (Old World Flycatchers)
sunrob1,Sunda Robin,Myiomela diana,Passeriformes,Muscicapidae (Old World Flycatchers)
blfrob1,Blue-fronted Robin,Cinclidium frontale,Passeriformes,Muscicapidae (Old World Flycatchers)
refblu,Red-flanked Bluetail,Tarsiger cyanurus,Passeriformes,Muscicapidae (Old World Flycatchers)
himblu1,Himalayan Bluetail,Tarsiger rufilatus,Passeriformes,Muscicapidae (Old World Flycatchers)
rbbrob1,Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Passeriformes,Muscicapidae (Old World Flycatchers)
wbbrob1,White-browed Bush-Robin,Tarsiger indicus,Passeriformes,Muscicapidae (Old World Flycatchers)
gobrob1,Golden Bush-Robin,Tarsiger chrysaeus,Passeriformes,Muscicapidae (Old World Flycatchers)
cobrob1,Collared Bush-Robin,Tarsiger johnstoniae,Passeriformes,Muscicapidae (Old World Flycatchers)
korfly1,Yellow-rumped Flycatcher,Ficedula zanthopygia,Passeriformes,Muscicapidae (Old World Flycatchers)
narfly1,Green-backed Flycatcher,Ficedula elisae,Passeriformes,Muscicapidae (Old World Flycatchers)
narfly2,Narcissus Flycatcher,Ficedula narcissina,Passeriformes,Muscicapidae (Old World Flycatchers)
narfly3,Ryukyu Flycatcher,Ficedula owstoni,Passeriformes,Muscicapidae (Old World Flycatchers)
mugfly,Mugimaki Flycatcher,Ficedula mugimaki,Passeriformes,Muscicapidae (Old World Flycatchers)
slbfly1,Slaty-backed Flycatcher,Ficedula erithacus,Passeriformes,Muscicapidae (Old World Flycatchers)
barfly1,Black-and-orange Flycatcher,Ficedula nigrorufa,Passeriformes,Muscicapidae (Old World Flycatchers)
slbfly2,Slaty-blue Flycatcher,Ficedula tricolor,Passeriformes,Muscicapidae (Old World Flycatchers)
snbfly1,Snowy-browed Flycatcher,Ficedula hyperythra,Passeriformes,Muscicapidae (Old World Flycatchers)
pybfly1,Pygmy Flycatcher,Ficedula hodgsoni,Passeriformes,Muscicapidae (Old World Flycatchers)
rugfly1,Rufous-gorgeted Flycatcher,Ficedula strophiata,Passeriformes,Muscicapidae (Old World Flycatchers)
sapfly1,Sapphire Flycatcher,Ficedula sapphira,Passeriformes,Muscicapidae (Old World Flycatchers)
lipfly1,Little Pied Flycatcher,Ficedula westermanni,Passeriformes,Muscicapidae (Old World Flycatchers)
ultfly1,Ultramarine Flycatcher,Ficedula superciliaris,Passeriformes,Muscicapidae (Old World Flycatchers)
rutfly6,Rusty-tailed Flycatcher,Ficedula ruficauda,Passeriformes,Muscicapidae (Old World Flycatchers)
taifly1,Taiga Flycatcher,Ficedula albicilla,Passeriformes,Muscicapidae (Old World Flycatchers)
kasfly1,Kashmir Flycatcher,Ficedula subrubra,Passeriformes,Muscicapidae (Old World Flycatchers)
rebfly,Red-breasted Flycatcher,Ficedula parva,Passeriformes,Muscicapidae (Old World Flycatchers)
semfly1,Semicollared Flycatcher,Ficedula semitorquata,Passeriformes,Muscicapidae (Old World Flycatchers)
eupfly1,European Pied Flycatcher,Ficedula hypoleuca,Passeriformes,Muscicapidae (Old World Flycatchers)
atlfly1,Atlas Flycatcher,Ficedula speculigera,Passeriformes,Muscicapidae (Old World Flycatchers)
colfly1,Collared Flycatcher,Ficedula albicollis,Passeriformes,Muscicapidae (Old World Flycatchers)
rucfly3,Tanimbar Flycatcher,Ficedula riedeli,Passeriformes,Muscicapidae (Old World Flycatchers)
rucfly1,Rufous-chested Flycatcher,Ficedula dumetoria,Passeriformes,Muscicapidae (Old World Flycatchers)
palfly1,Palawan Flycatcher,Ficedula platenae,Passeriformes,Muscicapidae (Old World Flycatchers)
furfly1,Furtive Flycatcher,Ficedula disposita,Passeriformes,Muscicapidae (Old World Flycatchers)
rutfly5,Rufous-throated Flycatcher,Ficedula rufigula,Passeriformes,Muscicapidae (Old World Flycatchers)
damfly1,Damar Flycatcher,Ficedula henrici,Passeriformes,Muscicapidae (Old World Flycatchers)
cicfly1,Cinnamon-chested Flycatcher,Ficedula buruensis,Passeriformes,Muscicapidae (Old World Flycatchers)
lomfly1,Lompobattang Flycatcher,Ficedula bonthaina,Passeriformes,Muscicapidae (Old World Flycatchers)
sumfly1,Sumba Flycatcher,Ficedula harterti,Passeriformes,Muscicapidae (Old World Flycatchers)
blbfly2,Black-banded Flycatcher,Ficedula timorensis,Passeriformes,Muscicapidae (Old World Flycatchers)
lisfly1,Little Slaty Flycatcher,Ficedula basilanica,Passeriformes,Muscicapidae (Old World Flycatchers)
rutfly7,Cryptic Flycatcher,Ficedula crypta,Passeriformes,Muscicapidae (Old World Flycatchers)
bunfly1,Bundok Flycatcher,Ficedula luzoniensis,Passeriformes,Muscicapidae (Old World Flycatchers)
blfred1,Blue-fronted Redstart,Phoenicurus frontalis,Passeriformes,Muscicapidae (Old World Flycatchers)
plured1,Plumbeous Redstart,Phoenicurus fuliginosus,Passeriformes,Muscicapidae (Old World Flycatchers)
luzred1,Luzon Redstart,Phoenicurus bicolor,Passeriformes,Muscicapidae (Old World Flycatchers)
rubred2,Rufous-backed Redstart,Phoenicurus erythronotus,Passeriformes,Muscicapidae (Old World Flycatchers)
whcred1,White-capped Redstart,Phoenicurus leucocephalus,Passeriformes,Muscicapidae (Old World Flycatchers)
alsred1,Ala Shan Redstart,Phoenicurus alaschanicus,Passeriformes,Muscicapidae (Old World Flycatchers)
bucred1,Blue-capped Redstart,Phoenicurus coeruleocephala,Passeriformes,Muscicapidae (Old World Flycatchers)
moured1,Moussier's Redstart,Phoenicurus moussieri,Passeriformes,Muscicapidae (Old World Flycatchers)
comred2,Common Redstart,Phoenicurus phoenicurus,Passeriformes,Muscicapidae (Old World Flycatchers)
hodred1,Hodgson's Redstart,Phoenicurus hodgsoni,Passeriformes,Muscicapidae (Old World Flycatchers)
whtred1,White-throated Redstart,Phoenicurus schisticeps,Passeriformes,Muscicapidae (Old World Flycatchers)
whwred2,White-winged Redstart,Phoenicurus erythrogastrus,Passeriformes,Muscicapidae (Old World Flycatchers)
blared1,Black Redstart,Phoenicurus ochruros,Passeriformes,Muscicapidae (Old World Flycatchers)
daured1,Daurian Redstart,Phoenicurus auroreus,Passeriformes,Muscicapidae (Old World Flycatchers)
lirthr1,Little Rock-Thrush,Monticola rufocinereus,Passeriformes,Muscicapidae (Old World Flycatchers)
cbrthr1,Chestnut-bellied Rock-Thrush,Monticola rufiventris,Passeriformes,Muscicapidae (Old World Flycatchers)
wtrthr1,White-throated Rock-Thrush,Monticola gularis,Passeriformes,Muscicapidae (Old World Flycatchers)
bcrthr1,Blue-capped Rock-Thrush,Monticola cinclorhyncha,Passeriformes,Muscicapidae (Old World Flycatchers)
strthr1,Short-toed Rock-Thrush,Monticola brevipes,Passeriformes,Muscicapidae (Old World Flycatchers)
serthr1,Sentinel Rock-Thrush,Monticola explorator,Passeriformes,Muscicapidae (Old World Flycatchers)
litrot1,Littoral Rock-Thrush,Monticola imerina,Passeriformes,Muscicapidae (Old World Flycatchers)
ammrot1,Amber Mountain Rock-Thrush,Monticola erythronotus,Passeriformes,Muscicapidae (Old World Flycatchers)
forrot2,Forest Rock-Thrush,Monticola sharpei,Passeriformes,Muscicapidae (Old World Flycatchers)
rtrthr1,Rufous-tailed Rock-Thrush,Monticola saxatilis,Passeriformes,Muscicapidae (Old World Flycatchers)
burthr,Blue Rock-Thrush,Monticola solitarius,Passeriformes,Muscicapidae (Old World Flycatchers)
mirthr1,Miombo Rock-Thrush,Monticola angolensis,Passeriformes,Muscicapidae (Old World Flycatchers)
carthr1,Cape Rock-Thrush,Monticola rupestris,Passeriformes,Muscicapidae (Old World Flycatchers)
wwccha1,White-winged Cliff-Chat,Monticola semirufus,Passeriformes,Muscicapidae (Old World Flycatchers)
whinch1,Whinchat,Saxicola rubetra,Passeriformes,Muscicapidae (Old World Flycatchers)
whbbus4,White-browed Bushchat,Saxicola macrorhynchus,Passeriformes,Muscicapidae (Old World Flycatchers)
whtbus1,White-throated Bushchat,Saxicola insignis,Passeriformes,Muscicapidae (Old World Flycatchers)
caisto1,Fuerteventura Stonechat,Saxicola dacotiae,Passeriformes,Muscicapidae (Old World Flycatchers)
stonec4,European Stonechat,Saxicola rubicola,Passeriformes,Muscicapidae (Old World Flycatchers)
sibsto1,Siberian Stonechat,Saxicola maurus,Passeriformes,Muscicapidae (Old World Flycatchers)
stonec7,Amur Stonechat,Saxicola stejnegeri,Passeriformes,Muscicapidae (Old World Flycatchers)
afrsto1,African Stonechat,Saxicola torquatus,Passeriformes,Muscicapidae (Old World Flycatchers)
reusto1,Reunion Stonechat,Saxicola tectes,Passeriformes,Muscicapidae (Old World Flycatchers)
whtsto2,White-tailed Stonechat,Saxicola leucurus,Passeriformes,Muscicapidae (Old World Flycatchers)
piebus1,Pied Bushchat,Saxicola caprata,Passeriformes,Muscicapidae (Old World Flycatchers)
jerbus1,Jerdon's Bushchat,Saxicola jerdoni,Passeriformes,Muscicapidae (Old World Flycatchers)
grybus1,Gray Bushchat,Saxicola ferreus,Passeriformes,Muscicapidae (Old World Flycatchers)
timbus1,Timor Bushchat,Saxicola gutturalis,Passeriformes,Muscicapidae (Old World Flycatchers)
busbus1,Buff-streaked Chat,Campicoloides bifasciatus,Passeriformes,Muscicapidae (Old World Flycatchers)
siccha1,Sickle-winged Chat,Emarginata sinuata,Passeriformes,Muscicapidae (Old World Flycatchers)
karcha1,Karoo Chat,Emarginata schlegelii,Passeriformes,Muscicapidae (Old World Flycatchers)
tracha1,Tractrac Chat,Emarginata tractrac,Passeriformes,Muscicapidae (Old World Flycatchers)
moocha1,Moorland Chat,Pinarochroa sordida,Passeriformes,Muscicapidae (Old World Flycatchers)
moccha1,Mocking Cliff-Chat,Thamnolaea cinnamomeiventris,Passeriformes,Muscicapidae (Old World Flycatchers)
soocha1,Sooty Chat,Myrmecocichla nigra,Passeriformes,Muscicapidae (Old World Flycatchers)
noacha1,Northern Anteater-Chat,Myrmecocichla aethiops,Passeriformes,Muscicapidae (Old World Flycatchers)
soacha1,Southern Anteater-Chat,Myrmecocichla formicivora,Passeriformes,Muscicapidae (Old World Flycatchers)
conmoo1,Congo Moor Chat,Myrmecocichla tholloni,Passeriformes,Muscicapidae (Old World Flycatchers)
mouwhe1,Mountain Wheatear,Myrmecocichla monticola,Passeriformes,Muscicapidae (Old World Flycatchers)
ruecha1,Rüppell's Chat,Myrmecocichla melaena,Passeriformes,Muscicapidae (Old World Flycatchers)
whbcha2,Arnot's Chat,Myrmecocichla arnotti,Passeriformes,Muscicapidae (Old World Flycatchers)
norwhe,Northern Wheatear,Oenanthe oenanthe,Passeriformes,Muscicapidae (Old World Flycatchers)
norwhe3,Atlas Wheatear,Oenanthe seebohmi,Passeriformes,Muscicapidae (Old World Flycatchers)
capwhe1,Capped Wheatear,Oenanthe pileata,Passeriformes,Muscicapidae (Old World Flycatchers)
rebwhe2,Buff-breasted Wheatear,Oenanthe bottae,Passeriformes,Muscicapidae (Old World Flycatchers)
rebwhe3,Rusty-breasted Wheatear,Oenanthe frenata,Passeriformes,Muscicapidae (Old World Flycatchers)
isawhe1,Isabelline Wheatear,Oenanthe isabellina,Passeriformes,Muscicapidae (Old World Flycatchers)
heuwhe1,Heuglin's Wheatear,Oenanthe heuglinii,Passeriformes,Muscicapidae (Old World Flycatchers)
hoowhe1,Hooded Wheatear,Oenanthe monacha,Passeriformes,Muscicapidae (Old World Flycatchers)
deswhe1,Desert Wheatear,Oenanthe deserti,Passeriformes,Muscicapidae (Old World Flycatchers)
bkewhe1,Western Black-eared Wheatear,Oenanthe hispanica,Passeriformes,Muscicapidae (Old World Flycatchers)
cypwhe1,Cyprus Wheatear,Oenanthe cypriaca,Passeriformes,Muscicapidae (Old World Flycatchers)
bkewhe2,Eastern Black-eared Wheatear,Oenanthe melanoleuca,Passeriformes,Muscicapidae (Old World Flycatchers)
piewhe1,Pied Wheatear,Oenanthe pleschanka,Passeriformes,Muscicapidae (Old World Flycatchers)
wfbcha1,White-fronted Black-Chat,Oenanthe albifrons,Passeriformes,Muscicapidae (Old World Flycatchers)
somwhe1,Somali Wheatear,Oenanthe phillipsi,Passeriformes,Muscicapidae (Old World Flycatchers)
rerwhe1,Red-rumped Wheatear,Oenanthe moesta,Passeriformes,Muscicapidae (Old World Flycatchers)
blacks1,Blackstart,Oenanthe melanura,Passeriformes,Muscicapidae (Old World Flycatchers)
famcha1,Familiar Chat,Oenanthe familiaris,Passeriformes,Muscicapidae (Old World Flycatchers)
somcha1,Sombre Rock Chat,Oenanthe dubia,Passeriformes,Muscicapidae (Old World Flycatchers)
brtcha1,Brown-tailed Chat,Oenanthe scotocerca,Passeriformes,Muscicapidae (Old World Flycatchers)
indcha1,Brown Rock Chat,Oenanthe fusca,Passeriformes,Muscicapidae (Old World Flycatchers)
varwhe1,Variable Wheatear,Oenanthe picata,Passeriformes,Muscicapidae (Old World Flycatchers)
blawhe1,Black Wheatear,Oenanthe leucura,Passeriformes,Muscicapidae (Old World Flycatchers)
humwhe2,Hume's Wheatear,Oenanthe albonigra,Passeriformes,Muscicapidae (Old World Flycatchers)
whtwhe1,White-crowned Wheatear,Oenanthe leucopyga,Passeriformes,Muscicapidae (Old World Flycatchers)
mouwhe5,Arabian Wheatear,Oenanthe lugentoides,Passeriformes,Muscicapidae (Old World Flycatchers)
mouwhe4,Abyssinian Wheatear,Oenanthe lugubris,Passeriformes,Muscicapidae (Old World Flycatchers)
finwhe1,Finsch's Wheatear,Oenanthe finschii,Passeriformes,Muscicapidae (Old World Flycatchers)
mouwhe2,Mourning Wheatear,Oenanthe lugens,Passeriformes,Muscicapidae (Old World Flycatchers)
retwhe3,Kurdish Wheatear,Oenanthe xanthoprymna,Passeriformes,Muscicapidae (Old World Flycatchers)
retwhe2,Persian Wheatear,Oenanthe chrysopygia,Passeriformes,Muscicapidae (Old World Flycatchers)
boucha1,Boulder Chat,Pinarornis plumosus,Passeriformes,Muscicapidae (Old World Flycatchers)
bohwax,Bohemian Waxwing,Bombycilla garrulus,Passeriformes,Bombycillidae (Waxwings)
cedwax,Cedar Waxwing,Bombycilla cedrorum,Passeriformes,Bombycillidae (Waxwings)
japwax1,Japanese Waxwing,Bombycilla japonica,Passeriformes,Bombycillidae (Waxwings)
kauoo,Kauai Oo,Moho braccatus,Passeriformes,Mohoidae (Hawaiian Honeyeaters)
oahoo,Oahu Oo,Moho apicalis,Passeriformes,Mohoidae (Hawaiian Honeyeaters)
bisoo,Bishop's Oo,Moho bishopi,Passeriformes,Mohoidae (Hawaiian Honeyeaters)
hawoo,Hawaii Oo,Moho nobilis,Passeriformes,Mohoidae (Hawaiian Honeyeaters)
kioea,Kioea,Chaetoptila angustipluma,Passeriformes,Mohoidae (Hawaiian Honeyeaters)
bayfly1,Black-and-yellow Silky-flycatcher,Phainoptila melanoxantha,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
grsfly1,Gray Silky-flycatcher,Ptiliogonys cinereus,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
ltsfly1,Long-tailed Silky-flycatcher,Ptiliogonys caudatus,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
