eBird.Code,eBird.English.Name.2023,eBird.Scientific.Name.2023,Order,Family
rodrai1,Rodrigues Rail,Erythromachus leguati,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
corcra,Corn Crake,Crex crex,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
afrcra1,African Crake,Crex egregia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rourai1,Rouget's Rail,Rougetius rougetii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
inirai1,Inaccessible Island Rail,Atlantisia rogersi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sthcra1,St. Helena Rail,Atlantisia podarces,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
asccra1,Ascension Crake,Mundia elpenor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
plarai1,Snoring Rail,Aramidopsis plateni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
slbrai1,Slaty-breasted Rail,Lewinia striata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
luzrai1,Luzon Rail,Lewinia mirifica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
lewrai1,Lewin's Rail,Lewinia pectoralis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
auirai1,Auckland Islands Rail,Lewinia muelleri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bafrai2,Blue-faced Rail,Gymnocrex rosenbergii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
baerai1,Bare-eyed Rail,Gymnocrex plumbeiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
talrai1,Talaud Rail,Gymnocrex talaudensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
hawrai1,Hawkins's Rail,Diaphorapteryx hawkinsi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
calrai1,Calayan Rail,Gallirallus calayanensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
invrai1,Invisible Rail,Gallirallus wallacii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
cherai1,Chestnut Rail,Gallirallus castaneoventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
weka1,Weka,Gallirallus australis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
necrai1,New Caledonian Rail,Gallirallus lafresnayanus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
lohrai1,Lord Howe Rail,Gallirallus sylvestris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
okirai1,Okinawa Rail,Gallirallus okinawae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
tahrai1,Tahiti Rail,Gallirallus pacificus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bubrai1,Buff-banded Rail,Gallirallus philippensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
chirai1,Chatham Islands Rail,Gallirallus modestus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
dierai1,Dieffenbach's Rail,Gallirallus dieffenbachii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
nebrai1,New Britain Rail,Gallirallus insignis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
woorai1,Woodford's Rail,Gallirallus woodfordi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bawrai1,Bar-winged Rail,Gallirallus poecilopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
guarai1,Guam Rail,Gallirallus owstoni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
wairai1,Wake Island Rail,Gallirallus wakensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
barrai1,Barred Rail,Gallirallus torquatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rovrai1,Roviana Rail,Gallirallus rovianae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
gytrai1,Gray-throated Rail,Canirallus oculeus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sporai,Spotted Rail,Pardirallus maculatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
blarai1,Blackish Rail,Pardirallus nigricans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
plurai1,Plumbeous Rail,Pardirallus sanguinolentus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
astcra1,Ash-throated Crake,Mustelirallus albicollis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
zaprai1,Zapata Rail,Mustelirallus cerverai,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
colcra2,Colombian Crake,Mustelirallus colombianus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
pabcra,Paint-billed Crake,Mustelirallus erythrops,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
unicra1,Uniform Crake,Amaurolimnas concolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
giwrai1,Giant Wood-Rail,Aramides ypecaha,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
brwrai1,Brown Wood-Rail,Aramides wolfi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
liwrai1,Little Wood-Rail,Aramides mangle,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rnwrai1,Rufous-necked Wood-Rail,Aramides axillaris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
runwor1,Russet-naped Wood-Rail,Aramides albiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
gycwor1,Gray-cowled Wood-Rail,Aramides cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rwwrai1,Red-winged Wood-Rail,Aramides calopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sbwrai1,Slaty-breasted Wood-Rail,Aramides saracura,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
btnhen1,Black-tailed Nativehen,Tribonyx ventralis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
hodwat1,Hodgen's Waterhen,Tribonyx hodgenorum,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
tanhen1,Tasmanian Nativehen,Tribonyx mortierii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
spfgal1,Spot-flanked Gallinule,Porphyriops melanops,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sora,Sora,Porzana carolina,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
spocra1,Spotted Crake,Porzana porzana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
auscra1,Australian Crake,Porzana fluminea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
dowcra1,Dot-winged Crake,Porzana spiloptera,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
lesmoo1,Lesser Moorhen,Paragallinula angulata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sacmoo1,Makira Moorhen,Gallinula silvestris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
trimoo2,Tristan Moorhen,Gallinula nesiotis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
trimoo3,Gough Moorhen,Gallinula comeri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
commoo3,Eurasian Moorhen,Gallinula chloropus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
comgal1,Common Gallinule,Gallinula galeata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
dusmoo1,Dusky Moorhen,Gallinula tenebrosa,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sammoo1,Samoan Moorhen,Gallinula pacifica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
refcoo1,Red-fronted Coot,Fulica rufifrons,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
horcoo1,Horned Coot,Fulica cornuta,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
giacoo1,Giant Coot,Fulica gigantea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
regcoo1,Red-gartered Coot,Fulica armillata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
eurcoo,Eurasian Coot,Fulica atra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
mascoo1,Mascarene Coot,Fulica newtonii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rekcoo1,Red-knobbed Coot,Fulica cristata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
hawcoo,Hawaiian Coot,Fulica alai,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
y00475,American Coot,Fulica americana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
slccoo1,Slate-colored Coot,Fulica ardesiaca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
whwcoo1,White-winged Coot,Fulica leucoptera,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
allgal1,Allen's Gallinule,Porphyrio alleni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purgal2,Purple Gallinule,Porphyrio martinica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
azugal1,Azure Gallinule,Porphyrio flavirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
marswa1,Marquesan Swamphen,Porphyrio paepae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
necgal1,New Caledonian Gallinule,Porphyrio kukwiedei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
reugal1,Reunion Gallinule,Porphyrio caerulescens,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa1,Western Swamphen,Porphyrio porphyrio,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa4,Black-backed Swamphen,Porphyrio indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa2,African Swamphen,Porphyrio madagascariensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
takahe3,South Island Takahe,Porphyrio hochstetteri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
takahe2,North Island Takahe,Porphyrio mantelli,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa6,Australasian Swamphen,Porphyrio melanotus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa5,Philippine Swamphen,Porphyrio pulverulentus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
lohswa1,Lord Howe Swamphen,Porphyrio albus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
nkurai1,Nkulengu Rail,Himantornis haematopus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
whbcra1,White-browed Crake,Poliolimnas cinereus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
ngfrai1,New Guinea Flightless Rail,Megacrex inepta,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
waterc1,Watercock,Gallicrex cinerea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
isabuh1,Isabelline Bush-hen,Amaurornis isabellina,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
plabuh1,Plain Bush-hen,Amaurornis olivacea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
talbuh1,Talaud Bush-hen,Amaurornis magnirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rutbuh1,Pale-vented Bush-hen,Amaurornis moluccana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
strcra1,Striped Crake,Amaurornis marginalis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rencra1,Red-necked Crake,Rallina tricolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
andcra1,Andaman Crake,Rallina canningi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
relcra1,Red-legged Crake,Rallina fasciata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sllcra1,Slaty-legged Crake,Rallina eurizonoides,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rubcra1,Ruddy-breasted Crake,Zapornia fusca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
babcra1,Band-bellied Crake,Zapornia paykullii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
brocra1,Brown Crake,Zapornia akool,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
blacra1,Black Crake,Zapornia flavirostra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
litcra1,Little Crake,Zapornia parva,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
baicra1,Baillon's Crake,Zapornia pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sthrai1,St. Helena Crake,Zapornia astrictocarpus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
layrai,Laysan Rail,Zapornia palmeri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sakrai1,Sakalava Rail,Zapornia olivieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
bltcra1,Black-tailed Crake,Zapornia bicolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
hawrai,Hawaiian Rail,Zapornia sandwichensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
milrai1,Miller's Rail,Zapornia nigra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
heicra1,Henderson Island Crake,Zapornia atra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
spocra2,Spotless Crake,Zapornia tabuensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
koscra1,Kosrae Crake,Zapornia monasa,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
ocecra1,Ocellated Crake,Rufirallus schomburgkii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
ruccra1,Russet-crowned Crake,Rufirallus viridis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
chhcra1,Chestnut-headed Crake,Rufirallus castaneiceps,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
blbcra1,Black-banded Crake,Anurolimnas fasciatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
swirai1,Swinhoe's Rail,Coturnicops exquisitus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
yelrai,Yellow Rail,Coturnicops noveboracensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
sperai1,Speckled Rail,Coturnicops notatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
yebcra1,Yellow-breasted Crake,Hapalocrex flaviventer,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rufcra2,Rusty-flanked Crake,Laterallus levraudi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
ruscra1,Rufous-sided Crake,Laterallus melanophaius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rudcra1,Ruddy Crake,Laterallus ruber,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
whtcra1,White-throated Crake,Laterallus albigularis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
grbcra1,Gray-breasted Crake,Laterallus exilis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
galrai1,Galapagos Rail,Laterallus spilonota,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
blkrai,Black Rail,Laterallus jamaicensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rawcra1,Red-and-white Crake,Laterallus leucopyrrhus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
rufcra1,Rufous-faced Crake,Laterallus xenopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)"
afrfin1,African Finfoot,Podica senegalensis,Gruiformes,Heliornithidae (Finfoots)
masfin3,Masked Finfoot,Heliopais personatus,Gruiformes,Heliornithidae (Finfoots)
sungre1,Sungrebe,Heliornis fulica,Gruiformes,Heliornithidae (Finfoots)
limpki,Limpkin,Aramus guarauna,Gruiformes,Aramidae (Limpkin)
gywtru1,Gray-winged Trumpeter,Psophia crepitans,Gruiformes,Psophiidae (Trumpeters)
pawtru2,Pale-winged Trumpeter,Psophia leucoptera,Gruiformes,Psophiidae (Trumpeters)
dawtru1,Dark-winged Trumpeter,Psophia viridis,Gruiformes,Psophiidae (Trumpeters)
grccra1,Gray Crowned-Crane,Balearica regulorum,Gruiformes,Gruidae (Cranes)
blccra1,Black Crowned-Crane,Balearica pavonina,Gruiformes,Gruidae (Cranes)
demcra1,Demoiselle Crane,Anthropoides virgo,Gruiformes,Gruidae (Cranes)
blucra2,Blue Crane,Anthropoides paradiseus,Gruiformes,Gruidae (Cranes)
watcra2,Wattled Crane,Bugeranus carunculatus,Gruiformes,Gruidae (Cranes)
sibcra1,Siberian Crane,Leucogeranus leucogeranus,Gruiformes,Gruidae (Cranes)
sancra,Sandhill Crane,Antigone canadensis,Gruiformes,Gruidae (Cranes)
sarcra1,Sarus Crane,Antigone antigone,Gruiformes,Gruidae (Cranes)
brolga1,Brolga,Antigone rubicunda,Gruiformes,Gruidae (Cranes)
whncra1,White-naped Crane,Antigone vipio,Gruiformes,Gruidae (Cranes)
comcra,Common Crane,Grus grus,Gruiformes,Gruidae (Cranes)
hoocra1,Hooded Crane,Grus monacha,Gruiformes,Gruidae (Cranes)
whocra,Whooping Crane,Grus americana,Gruiformes,Gruidae (Cranes)
blncra1,Black-necked Crane,Grus nigricollis,Gruiformes,Gruidae (Cranes)
reccra1,Red-crowned Crane,Grus japonensis,Gruiformes,Gruidae (Cranes)
magplo1,Magellanic Plover,Pluvianellus socialis,Charadriiformes,Pluvianellidae (Magellanic Plover)
blfshe1,Black-faced Sheathbill,Chionis minor,Charadriiformes,Chionidae (Sheathbills)
snoshe2,Snowy Sheathbill,Chionis albus,Charadriiformes,Chionidae (Sheathbills)
dstkne,Double-striped Thick-knee,Hesperoburhinus bistriatus,Charadriiformes,Burhinidae (Thick-knees)
petkne1,Peruvian Thick-knee,Hesperoburhinus superciliaris,Charadriiformes,Burhinidae (Thick-knees)
grtkne1,Great Thick-knee,Esacus recurvirostris,Charadriiformes,Burhinidae (Thick-knees)
beathk1,Beach Thick-knee,Esacus magnirostris,Charadriiformes,Burhinidae (Thick-knees)
sptkne1,Spotted Thick-knee,Burhinus capensis,Charadriiformes,Burhinidae (Thick-knees)
watkne1,Water Thick-knee,Burhinus vermiculatus,Charadriiformes,Burhinidae (Thick-knees)
butkne1,Bush Thick-knee,Burhinus grallarius,Charadriiformes,Burhinidae (Thick-knees)
eutkne1,Eurasian Thick-knee,Burhinus oedicnemus,Charadriiformes,Burhinidae (Thick-knees)
indthk1,Indian Thick-knee,Burhinus indicus,Charadriiformes,Burhinidae (Thick-knees)
setkne1,Senegal Thick-knee,Burhinus senegalensis,Charadriiformes,Burhinidae (Thick-knees)
egyplo1,Egyptian Plover,Pluvianus aegyptius,Charadriiformes,Pluvianidae (Egyptian Plover)
bkwsti,Black-winged Stilt,Himantopus himantopus,Charadriiformes,Recurvirostridae (Stilts and Avocets)
piesti1,Pied Stilt,Himantopus leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets)
blasti1,Black Stilt,Himantopus novaezelandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets)
bknsti,Black-necked Stilt,Himantopus mexicanus,Charadriiformes,Recurvirostridae (Stilts and Avocets)
bansti1,Banded Stilt,Cladorhynchus leucocephalus,Charadriiformes,Recurvirostridae (Stilts and Avocets)
pieavo1,Pied Avocet,Recurvirostra avosetta,Charadriiformes,Recurvirostridae (Stilts and Avocets)
renavo1,Red-necked Avocet,Recurvirostra novaehollandiae,Charadriiformes,Recurvirostridae (Stilts and Avocets)
andavo1,Andean Avocet,Recurvirostra andina,Charadriiformes,Recurvirostridae (Stilts and Avocets)
ameavo,American Avocet,Recurvirostra americana,Charadriiformes,Recurvirostridae (Stilts and Avocets)
ibisbi1,Ibisbill,Ibidorhyncha struthersii,Charadriiformes,Ibidorhynchidae (Ibisbill)
euroys1,Eurasian Oystercatcher,Haematopus ostralegus,Charadriiformes,Haematopodidae (Oystercatchers)
pieoys1,Pied Oystercatcher,Haematopus longirostris,Charadriiformes,Haematopodidae (Oystercatchers)
soioys1,South Island Oystercatcher,Haematopus finschi,Charadriiformes,Haematopodidae (Oystercatchers)
chaoys1,Chatham Oystercatcher,Haematopus chathamensis,Charadriiformes,Haematopodidae (Oystercatchers)
varoys1,Variable Oystercatcher,Haematopus unicolor,Charadriiformes,Haematopodidae (Oystercatchers)
soooys1,Sooty Oystercatcher,Haematopus fuliginosus,Charadriiformes,Haematopodidae (Oystercatchers)
ameoys,American Oystercatcher,Haematopus palliatus,Charadriiformes,Haematopodidae (Oystercatchers)
afroys1,African Oystercatcher,Haematopus moquini,Charadriiformes,Haematopodidae (Oystercatchers)
canoys1,Canarian Oystercatcher,Haematopus meadewaldoi,Charadriiformes,Haematopodidae (Oystercatchers)
blaoys1,Blackish Oystercatcher,Haematopus ater,Charadriiformes,Haematopodidae (Oystercatchers)
magoys1,Magellanic Oystercatcher,Haematopus leucopodus,Charadriiformes,Haematopodidae (Oystercatchers)
blkoys,Black Oystercatcher,Haematopus bachmani,Charadriiformes,Haematopodidae (Oystercatchers)
bkbplo,Black-bellied Plover,Pluvialis squatarola,Charadriiformes,Charadriidae (Plovers and Lapwings)
eugplo,European Golden-Plover,Pluvialis apricaria,Charadriiformes,Charadriidae (Plovers and Lapwings)
amgplo,American Golden-Plover,Pluvialis dominica,Charadriiformes,Charadriidae (Plovers and Lapwings)
pagplo,Pacific Golden-Plover,Pluvialis fulva,Charadriiformes,Charadriidae (Plovers and Lapwings)
tatdot1,Tawny-throated Dotterel,Oreopholus ruficollis,Charadriiformes,Charadriidae (Plovers and Lapwings)
pielap1,Pied Plover,Hoploxypterus cayanus,Charadriiformes,Charadriidae (Plovers and Lapwings)
diaplo1,Diademed Sandpiper-Plover,Phegornis mitchellii,Charadriiformes,Charadriidae (Plovers and Lapwings)
rucdot1,Rufous-chested Dotterel,Zonibyx modestus,Charadriiformes,Charadriidae (Plovers and Lapwings)
eurdot,Eurasian Dotterel,Eudromias morinellus,Charadriiformes,Charadriidae (Plovers and Lapwings)
killde,Killdeer,Charadrius vociferus,Charadriiformes,Charadriidae (Plovers and Lapwings)
corplo,Common Ringed Plover,Charadrius hiaticula,Charadriiformes,Charadriidae (Plovers and Lapwings)
semplo,Semipalmated Plover,Charadrius semipalmatus,Charadriiformes,Charadriidae (Plovers and Lapwings)
pipplo,Piping Plover,Charadrius melodus,Charadriiformes,Charadriidae (Plovers and Lapwings)
hooplo2,Hooded Plover,Charadrius cucullatus,Charadriiformes,Charadriidae (Plovers and Lapwings)
blfdot1,Black-fronted Dotterel,Charadrius melanops,Charadriiformes,Charadriidae (Plovers and Lapwings)
shoplo1,Shore Plover,Charadrius novaeseelandiae,Charadriiformes,Charadriidae (Plovers and Lapwings)
forplo1,Forbes's Plover,Charadrius forbesi,Charadriiformes,Charadriidae (Plovers and Lapwings)
thbplo1,Three-banded Plover,Charadrius tricollaris,Charadriiformes,Charadriidae (Plovers and Lapwings)
lirplo,Little Ringed Plover,Charadrius dubius,Charadriiformes,Charadriidae (Plovers and Lapwings)
lobplo1,Long-billed Plover,Charadrius placidus,Charadriiformes,Charadriidae (Plovers and Lapwings)
norlap,Northern Lapwing,Vanellus vanellus,Charadriiformes,Charadriidae (Plovers and Lapwings)
lotlap1,Long-toed Lapwing,Vanellus crassirostris,Charadriiformes,Charadriidae (Plovers and Lapwings)
blaplo1,Blacksmith Lapwing,Vanellus armatus,Charadriiformes,Charadriidae (Plovers and Lapwings)
spwlap1,Spur-winged Lapwing,Vanellus spinosus,Charadriiformes,Charadriidae (Plovers and Lapwings)
